,pathway,gene_symbol
1362,Methionine and cysteine metabolism,AHCYL1
1363,Methionine and cysteine metabolism,AOC1
1364,Methionine and cysteine metabolism,CBS
1365,Methionine and cysteine metabolism,CBSL
1366,Methionine and cysteine metabolism,CTH
1367,Methionine and cysteine metabolism,DMGDH
1368,Methionine and cysteine metabolism,ENOPH1
1369,Methionine and cysteine metabolism,GOT1
1370,Methionine and cysteine metabolism,GOT2
1371,Methionine and cysteine metabolism,HNMT
1372,Methionine and cysteine metabolism,IL4I1
1373,Methionine and cysteine metabolism,LDHA
1374,Methionine and cysteine metabolism,LDHAL6A
1375,Methionine and cysteine metabolism,LDHAL6B
1376,Methionine and cysteine metabolism,LDHB
1377,Methionine and cysteine metabolism,LDHC
1378,Methionine and cysteine metabolism,MAT1A
1379,Methionine and cysteine metabolism,MAT2A
1380,Methionine and cysteine metabolism,MAT2B
1381,Methionine and cysteine metabolism,MDH1
1382,Methionine and cysteine metabolism,MDH1B
1383,Methionine and cysteine metabolism,MPST
1384,Methionine and cysteine metabolism,MTR
1385,Methionine and cysteine metabolism,NAGS
1386,Methionine and cysteine metabolism,SARDH
1387,Methionine and cysteine metabolism,SDS
1388,Methionine and cysteine metabolism,SULT1A3
1389,Methionine and cysteine metabolism,SUOX
1390,Methionine and cysteine metabolism,TST
1391,Methionine and cysteine metabolism,TXNRD1
1392,Methionine and cysteine metabolism,TXNRD2
1393,Methionine and cysteine metabolism,UEVLD
1394,Miscellaneous,102724197_AT1
1395,Miscellaneous,ACE
1396,Miscellaneous,ACE2
1397,Miscellaneous,ACO1
1398,Miscellaneous,ACO2
1399,Miscellaneous,ACOX1
1400,Miscellaneous,ACOX3
1401,Miscellaneous,ACSS1
1402,Miscellaneous,ACSS2
1403,Miscellaneous,ACSS3
1404,Miscellaneous,ADH1A
1405,Miscellaneous,ADH1B
1406,Miscellaneous,ADH1C
1407,Miscellaneous,ADH4
1408,Miscellaneous,ADH5
1409,Miscellaneous,ADH6
1410,Miscellaneous,ADH7
1411,Miscellaneous,ADHFE1
1412,Miscellaneous,AGL
1413,Miscellaneous,AKR1A1
1414,Miscellaneous,AKR1B1
1415,Miscellaneous,ALAS1
1416,Miscellaneous,ALAS2
1417,Miscellaneous,ALDH1A3
1418,Miscellaneous,ALDH1B1
1419,Miscellaneous,ALDH2
1420,Miscellaneous,ALDH3A1
1421,Miscellaneous,ALDH3A2
1422,Miscellaneous,ALDH3B1
1423,Miscellaneous,ALDH3B2
1424,Miscellaneous,ALDH7A1
1425,Miscellaneous,ALDH9A1
1426,Miscellaneous,ALDOA
1427,Miscellaneous,ALDOB
1428,Miscellaneous,ALDOC
1429,Miscellaneous,ALPL
1430,Miscellaneous,BCKDHA
1431,Miscellaneous,BCKDHB
1432,Miscellaneous,CA1
1433,Miscellaneous,CA12
1434,Miscellaneous,CA13
1435,Miscellaneous,CA14
1436,Miscellaneous,CA2
1437,Miscellaneous,CA3
1438,Miscellaneous,CA4
1439,Miscellaneous,CA5A
1440,Miscellaneous,CA5B
1441,Miscellaneous,CA6
1442,Miscellaneous,CA7
1443,Miscellaneous,CA8
1444,Miscellaneous,CA9
1445,Miscellaneous,CARNS1
1446,Miscellaneous,CAT
1447,Miscellaneous,CEL
1448,Miscellaneous,CES1
1449,Miscellaneous,CES2
1450,Miscellaneous,CES3
1451,Miscellaneous,CES5A
1452,Miscellaneous,CLPS
1453,Miscellaneous,CMA1
1454,Miscellaneous,CNP
1455,Miscellaneous,CP
1456,Miscellaneous,CPA1
1457,Miscellaneous,CPA2
1458,Miscellaneous,CPA5
1459,Miscellaneous,CPA6
1460,Miscellaneous,CYB5R1
1461,Miscellaneous,CYB5R2
1462,Miscellaneous,CYB5R3
1463,Miscellaneous,DBT
1464,Miscellaneous,DLAT
1465,Miscellaneous,DLST
1466,Miscellaneous,ECHS1
1467,Miscellaneous,EHHADH
1468,Miscellaneous,EPX
1469,Miscellaneous,FTH1
1470,Miscellaneous,FTL
1471,Miscellaneous,FTMT
1472,Miscellaneous,G6PC
1473,Miscellaneous,G6PC2
1474,Miscellaneous,G6PC3
1475,Miscellaneous,GGT1
1476,Miscellaneous,GGT2
1477,Miscellaneous,GGT5
1478,Miscellaneous,GGT6
1479,Miscellaneous,GGT7
1480,Miscellaneous,GGTLC1
1481,Miscellaneous,GGTLC2
1482,Miscellaneous,GLA
1483,Miscellaneous,GLB1
1484,Miscellaneous,GLYCTK
1485,Miscellaneous,HADHA
1486,Miscellaneous,HIBCH
1487,Miscellaneous,HSD17B7
1488,Miscellaneous,HYKK
1489,Miscellaneous,IDH1
1490,Miscellaneous,IDH2
1491,Miscellaneous,IDH3A
1492,Miscellaneous,IDH3B
1493,Miscellaneous,IDH3G
1494,Miscellaneous,KL
1495,Miscellaneous,LIPA
1496,Miscellaneous,LPO
1497,Miscellaneous,MPO
1498,Miscellaneous,OGDH
1499,Miscellaneous,PDHA1
1500,Miscellaneous,PDHA2
1501,Miscellaneous,PDHB
1502,Miscellaneous,PFKL
1503,Miscellaneous,PHYKPL
1504,Miscellaneous,PRDX6
1505,Miscellaneous,SCD
1506,Miscellaneous,SCD5
1507,Miscellaneous,SI
1508,Miscellaneous,SOAT1
1509,Miscellaneous,SOAT2
1510,Miscellaneous,SULT1A1
1511,Miscellaneous,TMEM91
1512,Miscellaneous,TPSAB1
1513,Miscellaneous,TPSB2
1514,Miscellaneous,TPSD1
1515,Miscellaneous,TST
1516,Miscellaneous,TXNRD1
1517,Miscellaneous,UGT1A1
1518,Miscellaneous,UROD
1519,Miscellaneous,ZADH2
1520,N-glycan degradation,AGA
1521,N-glycan degradation,CTSA
1522,N-glycan degradation,FUCA1
1523,N-glycan degradation,FUCA2
1524,N-glycan degradation,GALNS
1525,N-glycan degradation,GLB1
1526,N-glycan degradation,HEXA
1527,N-glycan degradation,HEXB
1528,N-glycan degradation,MAN2B1
1529,N-glycan degradation,MANBA
1530,N-glycan degradation,NEU1
1531,N-glycan metabolism,ALG5
1532,N-glycan metabolism,DOLPP1
1533,N-glycan metabolism,FDPS
1534,N-glycan metabolism,GGPS1
1535,N-glycan metabolism,MGAT4C
1536,N-glycan metabolism,MGAT5
1537,N-glycan synthesis,ALG10
1538,N-glycan synthesis,ALG12
1539,N-glycan synthesis,ALG5
1540,NAD metabolism,ACP1
1541,NAD metabolism,ACP5
1542,NAD metabolism,ACP6
1543,NAD metabolism,ACP7
1544,NAD metabolism,ACPP
1545,NAD metabolism,ACPT
1546,NAD metabolism,CD38
1547,NAD metabolism,ENPP1
1548,NAD metabolism,ENPP3
1549,NAD metabolism,NADK
1550,NAD metabolism,NADSYN1
1551,NAD metabolism,NAMPT
1552,NAD metabolism,NAPRT
1553,NAD metabolism,NMNAT1
1554,NAD metabolism,NMNAT2
1555,NAD metabolism,NMNAT3
1556,NAD metabolism,NMRK1
1557,NAD metabolism,NNMT
1558,NAD metabolism,NNT
1559,NAD metabolism,NT5C
1560,NAD metabolism,NT5C1A
1561,NAD metabolism,NT5C1B
1562,NAD metabolism,NT5C2
1563,NAD metabolism,NT5C3A
1564,NAD metabolism,NT5E
1565,NAD metabolism,NUDT12
1566,NAD metabolism,PNP
1567,NAD metabolism,PXYLP1
1568,NAD metabolism,QPRT
1569,Nucleotide interconversion,100507855_AT1
1570,Nucleotide interconversion,2974_AT1
1571,Nucleotide interconversion,ADA
1572,Nucleotide interconversion,ADCY1
1573,Nucleotide interconversion,ADCY10
1574,Nucleotide interconversion,ADCY2
1575,Nucleotide interconversion,ADCY3
1576,Nucleotide interconversion,ADCY4
1577,Nucleotide interconversion,ADCY5
1578,Nucleotide interconversion,ADCY6
1579,Nucleotide interconversion,ADCY7
1580,Nucleotide interconversion,ADCY8
1581,Nucleotide interconversion,ADCY9
1582,Nucleotide interconversion,ADK
1583,Nucleotide interconversion,ADSL
1584,Nucleotide interconversion,ADSS
1585,Nucleotide interconversion,ADSSL1
1586,Nucleotide interconversion,AICDA
1587,Nucleotide interconversion,AK1
1588,Nucleotide interconversion,AK2
1589,Nucleotide interconversion,AK3
1590,Nucleotide interconversion,AK4
1591,Nucleotide interconversion,AK5
1592,Nucleotide interconversion,AK7
1593,Nucleotide interconversion,AMPD1
1594,Nucleotide interconversion,AMPD2
1595,Nucleotide interconversion,AMPD3
1596,Nucleotide interconversion,BPNT1
1597,Nucleotide interconversion,CANT1
1598,Nucleotide interconversion,CMPK1
1599,Nucleotide interconversion,CMPK2
1600,Nucleotide interconversion,CTPS1
1601,Nucleotide interconversion,CTPS2
1602,Nucleotide interconversion,DCK
1603,Nucleotide interconversion,DCTPP1
1604,Nucleotide interconversion,DGUOK
1605,Nucleotide interconversion,DTYMK
1606,Nucleotide interconversion,DUT
1607,Nucleotide interconversion,ENTPD1
1608,Nucleotide interconversion,ENTPD2
1609,Nucleotide interconversion,ENTPD3
1610,Nucleotide interconversion,ENTPD4
1611,Nucleotide interconversion,ENTPD5
1612,Nucleotide interconversion,ENTPD6
1613,Nucleotide interconversion,ENTPD8
1614,Nucleotide interconversion,GMPS
1615,Nucleotide interconversion,GUCY1A2
1616,Nucleotide interconversion,GUCY1A3
1617,Nucleotide interconversion,GUCY1B3
1618,Nucleotide interconversion,GUCY2C
1619,Nucleotide interconversion,GUCY2D
1620,Nucleotide interconversion,GUCY2F
1621,Nucleotide interconversion,GUK1
1622,Nucleotide interconversion,IMPDH1
1623,Nucleotide interconversion,IMPDH2
1624,Nucleotide interconversion,ITPA
1625,Nucleotide interconversion,NME1
1626,Nucleotide interconversion,NME2
1627,Nucleotide interconversion,NME3
1628,Nucleotide interconversion,NME4
1629,Nucleotide interconversion,NME6
1630,Nucleotide interconversion,NME7
1631,Nucleotide interconversion,NPR1
1632,Nucleotide interconversion,NPR2
1633,Nucleotide interconversion,NT5C
1634,Nucleotide interconversion,NT5C1A
1635,Nucleotide interconversion,NT5C1B
1636,Nucleotide interconversion,NT5C2
1637,Nucleotide interconversion,NT5C3A
1638,Nucleotide interconversion,NT5E
1639,Nucleotide interconversion,NT5M
1640,Nucleotide interconversion,NUDT5
1641,Nucleotide interconversion,PAPSS1
1642,Nucleotide interconversion,PAPSS2
1643,Nucleotide interconversion,PDE10A
1644,Nucleotide interconversion,PDE11A
1645,Nucleotide interconversion,PDE1A
1646,Nucleotide interconversion,PDE1B
1647,Nucleotide interconversion,PDE1C
1648,Nucleotide interconversion,PDE2A
1649,Nucleotide interconversion,PDE3A
1650,Nucleotide interconversion,PDE3B
1651,Nucleotide interconversion,PDE4A
1652,Nucleotide interconversion,PDE4B
1653,Nucleotide interconversion,PDE4C
1654,Nucleotide interconversion,PDE4D
1655,Nucleotide interconversion,PDE5A
1656,Nucleotide interconversion,PDE6A
1657,Nucleotide interconversion,PDE6B
1658,Nucleotide interconversion,PDE6C
1659,Nucleotide interconversion,PDE6D
1660,Nucleotide interconversion,PDE6G
1661,Nucleotide interconversion,PDE6H
1662,Nucleotide interconversion,PDE7A
1663,Nucleotide interconversion,PDE7B
1664,Nucleotide interconversion,PDE8A
1665,Nucleotide interconversion,PDE8B
1666,Nucleotide interconversion,PDE9A
1667,Nucleotide interconversion,PHEX
1668,Nucleotide interconversion,PNP
1669,Nucleotide interconversion,RRM1
1670,Nucleotide interconversion,RRM2
1671,Nucleotide interconversion,RRM2B
1672,Nucleotide interconversion,TK1
1673,Nucleotide interconversion,TK2
1674,Nucleotide interconversion,TXNRD1
1675,Nucleotide interconversion,TYMS
1676,Nucleotide interconversion,UCK1
1677,Nucleotide interconversion,UCK2
1678,Nucleotide interconversion,UCKL1
1679,Nucleotide interconversion,UPP2
1680,Nucleotide interconversion,XDH
1681,Nucleotide metabolism,ITPA
1682,Nucleotide salvage pathway,APRT
1683,Nucleotide salvage pathway,HPRT1
1684,Nucleotide sugar metabolism,UXS1
1685,O-glycan metabolism,A4GNT
1686,O-glycan metabolism,B3GNT6
1687,O-glycan metabolism,B4GALT5
1688,O-glycan metabolism,C1GALT1
1689,O-glycan metabolism,GALNT1
1690,O-glycan metabolism,GALNT10
1691,O-glycan metabolism,GALNT11
1692,O-glycan metabolism,GALNT12
1693,O-glycan metabolism,GALNT13
1694,O-glycan metabolism,GALNT14
1695,O-glycan metabolism,GALNT15
1696,O-glycan metabolism,GALNT2
1697,O-glycan metabolism,GALNT3
1698,O-glycan metabolism,GALNT4
1699,O-glycan metabolism,GALNT5
1700,O-glycan metabolism,GALNT6
1701,O-glycan metabolism,GALNT7
1702,O-glycan metabolism,GALNT8
1703,O-glycan metabolism,GALNT9
1704,O-glycan metabolism,GCNT1
1705,O-glycan metabolism,GCNT3
1706,O-glycan metabolism,GCNT4
1707,O-glycan metabolism,ST3GAL1
1708,O-glycan metabolism,ST6GALNAC1
1709,Oxidative phosphorylation,ATP5A1
1710,Oxidative phosphorylation,ATP5B
1711,Oxidative phosphorylation,ATP5C1
1712,Oxidative phosphorylation,ATP5D
1713,Oxidative phosphorylation,ATP5E
1714,Oxidative phosphorylation,ATP5F1
1715,Oxidative phosphorylation,ATP5G1
1716,Oxidative phosphorylation,ATP5G2
1717,Oxidative phosphorylation,ATP5G3
1718,Oxidative phosphorylation,ATP5H
1719,Oxidative phosphorylation,ATP5I
1720,Oxidative phosphorylation,ATP5J
1721,Oxidative phosphorylation,ATP5J2
1722,Oxidative phosphorylation,ATP5L
1723,Oxidative phosphorylation,ATP5L2
1724,Oxidative phosphorylation,ATP5O
1725,Oxidative phosphorylation,ATP5S
1726,Oxidative phosphorylation,COX1
1727,Oxidative phosphorylation,COX2
1728,Oxidative phosphorylation,COX3
1729,Oxidative phosphorylation,COX4I1
1730,Oxidative phosphorylation,COX4I2
1731,Oxidative phosphorylation,COX5A
1732,Oxidative phosphorylation,COX5B
1733,Oxidative phosphorylation,COX6A1
1734,Oxidative phosphorylation,COX6A2
1735,Oxidative phosphorylation,COX6B1
1736,Oxidative phosphorylation,COX6B2
1737,Oxidative phosphorylation,COX6C
1738,Oxidative phosphorylation,COX7A1
1739,Oxidative phosphorylation,COX7A2
1740,Oxidative phosphorylation,COX7A2L
1741,Oxidative phosphorylation,COX7B
1742,Oxidative phosphorylation,COX7B2
1743,Oxidative phosphorylation,COX7C
1744,Oxidative phosphorylation,COX8A
1745,Oxidative phosphorylation,COX8C
1746,Oxidative phosphorylation,CYC1
1747,Oxidative phosphorylation,CYTB
1748,Oxidative phosphorylation,ETFA
1749,Oxidative phosphorylation,ETFB
1750,Oxidative phosphorylation,ETFDH
1751,Oxidative phosphorylation,GPD2
1752,Oxidative phosphorylation,LHPP
1753,Oxidative phosphorylation,ND1
1754,Oxidative phosphorylation,ND2
1755,Oxidative phosphorylation,ND3
1756,Oxidative phosphorylation,ND4
1757,Oxidative phosphorylation,ND4L
1758,Oxidative phosphorylation,ND5
1759,Oxidative phosphorylation,ND6
1760,Oxidative phosphorylation,NDUFA1
1761,Oxidative phosphorylation,NDUFA10
1762,Oxidative phosphorylation,NDUFA11
1763,Oxidative phosphorylation,NDUFA12
1764,Oxidative phosphorylation,NDUFA13
1765,Oxidative phosphorylation,NDUFA2
1766,Oxidative phosphorylation,NDUFA3
1767,Oxidative phosphorylation,NDUFA4
1768,Oxidative phosphorylation,NDUFA5
1769,Oxidative phosphorylation,NDUFA6
1770,Oxidative phosphorylation,NDUFA7
1771,Oxidative phosphorylation,NDUFA8
1772,Oxidative phosphorylation,NDUFA9
1773,Oxidative phosphorylation,NDUFAB1
1774,Oxidative phosphorylation,NDUFB1
1775,Oxidative phosphorylation,NDUFB10
1776,Oxidative phosphorylation,NDUFB11
1777,Oxidative phosphorylation,NDUFB2
1778,Oxidative phosphorylation,NDUFB3
1779,Oxidative phosphorylation,NDUFB4
1780,Oxidative phosphorylation,NDUFB5
1781,Oxidative phosphorylation,NDUFB6
1782,Oxidative phosphorylation,NDUFB7
1783,Oxidative phosphorylation,NDUFB8
1784,Oxidative phosphorylation,NDUFB9
1785,Oxidative phosphorylation,NDUFC1
1786,Oxidative phosphorylation,NDUFC2
1787,Oxidative phosphorylation,NDUFS1
1788,Oxidative phosphorylation,NDUFS2
1789,Oxidative phosphorylation,NDUFS3
1790,Oxidative phosphorylation,NDUFS4
1791,Oxidative phosphorylation,NDUFS5
1792,Oxidative phosphorylation,NDUFS6
1793,Oxidative phosphorylation,NDUFS7
1794,Oxidative phosphorylation,NDUFS8
1795,Oxidative phosphorylation,NDUFV1
1796,Oxidative phosphorylation,NDUFV2
1797,Oxidative phosphorylation,NDUFV3
1798,Oxidative phosphorylation,NSF
1799,Oxidative phosphorylation,PPA1
1800,Oxidative phosphorylation,PPA2
1801,Oxidative phosphorylation,TUSC3
1802,Oxidative phosphorylation,UQCR10
1803,Oxidative phosphorylation,UQCR11
1804,Oxidative phosphorylation,UQCRB
1805,Oxidative phosphorylation,UQCRC1
1806,Oxidative phosphorylation,UQCRC2
1807,Oxidative phosphorylation,UQCRFS1
1808,Oxidative phosphorylation,UQCRH
1809,Oxidative phosphorylation,UQCRQ
1810,Pentose phosphate pathway,AKR1A1
1811,Pentose phosphate pathway,AKR1B1
1812,Pentose phosphate pathway,AKR1B10
1813,Pentose phosphate pathway,AKR7A2
1814,Pentose phosphate pathway,DCXR
1815,Pentose phosphate pathway,DERA
1816,Pentose phosphate pathway,G6PD
1817,Pentose phosphate pathway,H6PD
1818,Pentose phosphate pathway,PGD
1819,Pentose phosphate pathway,PGLS
1820,Pentose phosphate pathway,PGM1
1821,Pentose phosphate pathway,PGM2
1822,Pentose phosphate pathway,PRPS1
1823,Pentose phosphate pathway,PRPS1L1
1824,Pentose phosphate pathway,PRPS2
1825,Pentose phosphate pathway,RBKS
1826,Pentose phosphate pathway,RPE
1827,Pentose phosphate pathway,RPIA
1828,Pentose phosphate pathway,TALDO1
1829,Pentose phosphate pathway,TKT
1830,Pentose phosphate pathway,TKTL1
1831,Pentose phosphate pathway,TKTL2
1832,Pentose phosphate pathway,XYLB
1833,Phenylalanine metabolism,ALDH1A3
1834,Phenylalanine metabolism,ALDH3A1
1835,Phenylalanine metabolism,ALDH3B1
1836,Phenylalanine metabolism,ALDH3B2
1837,Phenylalanine metabolism,AOC1
1838,Phenylalanine metabolism,AOC2
1839,Phenylalanine metabolism,COMT
1840,Phenylalanine metabolism,DDC
1841,Phenylalanine metabolism,DIO1
1842,Phenylalanine metabolism,DIO2
1843,Phenylalanine metabolism,DIO3
1844,Phenylalanine metabolism,EPX
1845,Phenylalanine metabolism,FAAH2
1846,Phenylalanine metabolism,GLYAT
1847,Phenylalanine metabolism,GOT1
1848,Phenylalanine metabolism,GOT2
1849,Phenylalanine metabolism,HPD
1850,Phenylalanine metabolism,IL4I1
1851,Phenylalanine metabolism,LPO
1852,Phenylalanine metabolism,LRTOMT
1853,Phenylalanine metabolism,MAOA
1854,Phenylalanine metabolism,MAOB
1855,Phenylalanine metabolism,PAH
1856,Phenylalanine metabolism,PRDX6
1857,Phenylalanine metabolism,PXDN
1858,Phenylalanine metabolism,PXDNL
1859,Phenylalanine metabolism,STS
1860,Phenylalanine metabolism,SULT1A3
1861,Phenylalanine metabolism,SULT1B1
1862,Phenylalanine metabolism,SULT1C2
1863,Phenylalanine metabolism,TAT
1864,Phenylalanine metabolism,TH
1865,Phenylalanine metabolism,TYR
1866,Phosphatidylinositol phosphate metabolism,DPM2
1867,Phosphatidylinositol phosphate metabolism,GPAA1
1868,Phosphatidylinositol phosphate metabolism,MTMR2
1869,Phosphatidylinositol phosphate metabolism,MTMR3
1870,Phosphatidylinositol phosphate metabolism,OXSM
1871,Phosphatidylinositol phosphate metabolism,PGAP1
1872,Phosphatidylinositol phosphate metabolism,PI4KA
1873,Phosphatidylinositol phosphate metabolism,PI4KB
1874,Phosphatidylinositol phosphate metabolism,PIGA
1875,Phosphatidylinositol phosphate metabolism,PIGB
1876,Phosphatidylinositol phosphate metabolism,PIGC
1877,Phosphatidylinositol phosphate metabolism,PIGF
1878,Phosphatidylinositol phosphate metabolism,PIGG
1879,Phosphatidylinositol phosphate metabolism,PIGH
1880,Phosphatidylinositol phosphate metabolism,PIGK
1881,Phosphatidylinositol phosphate metabolism,PIGL
1882,Phosphatidylinositol phosphate metabolism,PIGM
1883,Phosphatidylinositol phosphate metabolism,PIGN
1884,Phosphatidylinositol phosphate metabolism,PIGO
1885,Phosphatidylinositol phosphate metabolism,PIGP
1886,Phosphatidylinositol phosphate metabolism,PIGQ
1887,Phosphatidylinositol phosphate metabolism,PIGS
1888,Phosphatidylinositol phosphate metabolism,PIGT
1889,Phosphatidylinositol phosphate metabolism,PIGU
1890,Phosphatidylinositol phosphate metabolism,PIGV
1891,Phosphatidylinositol phosphate metabolism,PIGW
1892,Phosphatidylinositol phosphate metabolism,PIGX
1893,Phosphatidylinositol phosphate metabolism,PIGZ
1894,Phosphatidylinositol phosphate metabolism,PIK3C2A
1895,Phosphatidylinositol phosphate metabolism,PIK3C2B
1896,Phosphatidylinositol phosphate metabolism,PIK3C2G
1897,Phosphatidylinositol phosphate metabolism,PIP4K2A
1898,Phosphatidylinositol phosphate metabolism,PIP4K2B
1899,Phosphatidylinositol phosphate metabolism,PIP4K2C
1900,Phosphatidylinositol phosphate metabolism,PLD1
1901,Phosphatidylinositol phosphate metabolism,PLD2
1902,Phosphatidylinositol phosphate metabolism,TPTE2
1903,Propanoate metabolism,340811_AT1
1904,Propanoate metabolism,AACS
1905,Propanoate metabolism,ACAT1
1906,Propanoate metabolism,ACSS1
1907,Propanoate metabolism,ACSS2
1908,Propanoate metabolism,ACSS3
1909,Propanoate metabolism,ADH5
1910,Propanoate metabolism,AKR1B10
1911,Propanoate metabolism,AKR1B15
1912,Propanoate metabolism,AKR1C1
1913,Propanoate metabolism,AKR1C4
1914,Propanoate metabolism,ALDH6A1
1915,Propanoate metabolism,BCKDHA
1916,Propanoate metabolism,BCKDHB
1917,Propanoate metabolism,BDH2
1918,Propanoate metabolism,CBR4
1919,Propanoate metabolism,CTBP1
1920,Propanoate metabolism,DBT
1921,Propanoate metabolism,DHRS2
1922,Propanoate metabolism,DLD
1923,Propanoate metabolism,HSD11B1L
1924,Propanoate metabolism,HSD11B2
1925,Propanoate metabolism,HSD17B11
1926,Propanoate metabolism,HSD17B14
1927,Propanoate metabolism,HSD17B8
1928,Propanoate metabolism,HSD3B7
1929,Propanoate metabolism,HTATIP2
1930,Propanoate metabolism,LDHA
1931,Propanoate metabolism,LDHAL6A
1932,Propanoate metabolism,LDHAL6B
1933,Propanoate metabolism,LDHB
1934,Propanoate metabolism,LDHC
1935,Propanoate metabolism,MDH1B
1936,Propanoate metabolism,RDH10
1937,Propanoate metabolism,RDH12
1938,Propanoate metabolism,RDH13
1939,Propanoate metabolism,RDH14
1940,Propanoate metabolism,SDR16C5
1941,Propanoate metabolism,SDR42E1
1942,Propanoate metabolism,SDR42E2
1943,Propanoate metabolism,SDR9C7
1944,Propanoate metabolism,UEVLD
1945,Propanoate metabolism,WWOX
1946,Purine catabolism,ACP2
1947,Purine catabolism,ACP5
1948,Purine catabolism,ACP6
1949,Purine catabolism,ACPP
1950,Purine catabolism,ADA
1951,Purine catabolism,APRT
1952,Purine catabolism,ENTPD1
1953,Purine catabolism,ENTPD3
1954,Purine catabolism,ENTPD8
1955,Purine catabolism,GDA
1956,Purine catabolism,GMPR
1957,Purine catabolism,GMPR2
1958,Purine catabolism,HPRT1
1959,Purine catabolism,ITPA
1960,Purine catabolism,LHPP
1961,Purine catabolism,NT5C
1962,Purine catabolism,NT5C1A
1963,Purine catabolism,NT5C1B
1964,Purine catabolism,NT5C1B-RDH14
1965,Purine catabolism,NT5C2
1966,Purine catabolism,NT5C3A
1967,Purine catabolism,NT5E
1968,Purine catabolism,NT5M
1969,Purine catabolism,PNP
1970,Purine catabolism,PPA1
1971,Purine catabolism,PPA2
1972,Purine catabolism,PRDX6
1973,Purine catabolism,SLC25A17
1974,Purine catabolism,TPO
1975,Purine catabolism,XDH
1976,Purine synthesis,ADSL
1977,Purine synthesis,ATIC
1978,Purine synthesis,GART
1979,Purine synthesis,PAICS
1980,Purine synthesis,PFAS
1981,Purine synthesis,PPAT
1982,Purine synthesis,UCK1
1983,Purine synthesis,UCK2
1984,Purine synthesis,UCKL1
1985,Pyrimidine catabolism,ABAT
1986,Pyrimidine catabolism,ACP2
1987,Pyrimidine catabolism,ACP5
1988,Pyrimidine catabolism,ACP6
1989,Pyrimidine catabolism,ACPP
1990,Pyrimidine catabolism,AGXT2
1991,Pyrimidine catabolism,AICDA
1992,Pyrimidine catabolism,CDA
1993,Pyrimidine catabolism,DCK
1994,Pyrimidine catabolism,DCTD
1995,Pyrimidine catabolism,DPYD
1996,Pyrimidine catabolism,DPYS
1997,Pyrimidine catabolism,DPYSL2
1998,Pyrimidine catabolism,DPYSL3
1999,Pyrimidine catabolism,ENTPD1
2000,Pyrimidine catabolism,ENTPD3
2001,Pyrimidine catabolism,ENTPD8
2002,Pyrimidine catabolism,GUCA1A
2003,Pyrimidine catabolism,ITPA
2004,Pyrimidine catabolism,NT5C
2005,Pyrimidine catabolism,NT5C1A
2006,Pyrimidine catabolism,NT5C1B
2007,Pyrimidine catabolism,NT5C2
2008,Pyrimidine catabolism,NT5C3A
2009,Pyrimidine catabolism,NT5E
2010,Pyrimidine catabolism,TYMP
2011,Pyrimidine catabolism,UPB1
2012,Pyrimidine catabolism,UPP1
2013,Pyrimidine catabolism,UPP2
2014,Pyrimidine synthesis,CAD
2015,Pyrimidine synthesis,CTPS1
2016,Pyrimidine synthesis,CTPS2
2017,Pyrimidine synthesis,DHODH
2018,Pyrimidine synthesis,DTYMK
2019,Pyrimidine synthesis,FAM20B
2020,Pyrimidine synthesis,FGGY
2021,Pyrimidine synthesis,FN3K
2022,Pyrimidine synthesis,FN3KRP
2023,Pyrimidine synthesis,NME1
2024,Pyrimidine synthesis,NME2
2025,Pyrimidine synthesis,NME4
2026,Pyrimidine synthesis,NOL9
2027,Pyrimidine synthesis,PKM
2028,Pyrimidine synthesis,RRM2B
2029,Pyrimidine synthesis,TK2
2030,Pyrimidine synthesis,UCK1
2031,Pyrimidine synthesis,UCK2
2032,Pyrimidine synthesis,UCKL1
2033,Pyrimidine synthesis,UMPS
2034,Pyrimidine synthesis,UPRT
2035,Pyruvate metabolism,ACOT12
2036,Pyruvate metabolism,ADH1A
2037,Pyruvate metabolism,ADH1B
2038,Pyruvate metabolism,ADH1C
2039,Pyruvate metabolism,ADH4
2040,Pyruvate metabolism,ADH5
2041,Pyruvate metabolism,ADH6
2042,Pyruvate metabolism,ADH7
2043,Pyruvate metabolism,ADHFE1
2044,Pyruvate metabolism,AKR1A1
2045,Pyruvate metabolism,AKR1B1
2046,Pyruvate metabolism,AKR1B10
2047,Pyruvate metabolism,AKR7A2
2048,Pyruvate metabolism,ALDH18A1
2049,Pyruvate metabolism,ALDH1A1
2050,Pyruvate metabolism,ALDH1A2
2051,Pyruvate metabolism,ALDH1A3
2052,Pyruvate metabolism,ALDH1B1
2053,Pyruvate metabolism,ALDH2
2054,Pyruvate metabolism,ALDH3A1
2055,Pyruvate metabolism,ALDH3A2
2056,Pyruvate metabolism,ALDH3B1
2057,Pyruvate metabolism,ALDH3B2
2058,Pyruvate metabolism,ALDH4A1
2059,Pyruvate metabolism,ALDH5A1
2060,Pyruvate metabolism,ALDH6A1
2061,Pyruvate metabolism,ALDH7A1
2062,Pyruvate metabolism,ALDH9A1
2063,Pyruvate metabolism,CYB5D1
2064,Pyruvate metabolism,CYP2E1
2065,Pyruvate metabolism,GLO1
2066,Pyruvate metabolism,GRHPR
2067,Pyruvate metabolism,HAGH
2068,Pyruvate metabolism,HAGHL
2069,Pyruvate metabolism,LDHA
2070,Pyruvate metabolism,LDHB
2071,Pyruvate metabolism,LDHD
2072,Pyruvate metabolism,ME1
